Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
111,51277,13,4,113.2,13.0,rush_hour,41,57,10.71,10.71,10.71,407.18,23.96,100.0,12.16,12.16,12.16,502.24,17.1,100.0,14.52,14.52,14.52,514.74,0.01,100.0,11.92,11.92,QPSO,26.21,26.21,QPSO
112,1336,14,5,111.9,8.5,rush_hour,42,70,17.8,17.8,17.8,420.18,32.9,100.0,18.42,18.42,18.42,422.43,22.84,100.0,20.43,20.43,20.43,450.74,0.01,100.0,3.35,3.35,QPSO,12.86,12.86,QPSO
113,46236,15,5,92.8,8.5,incident,32,76,11.54,11.54,11.54,491.13,31.81,100.0,11.45,11.45,11.45,487.42,22.39,100.0,12.94,12.94,12.94,518.93,0.01,100.0,-0.85,-0.85,Classical PSO,10.8,10.8,QPSO
114,51196,13,5,72.2,18.0,rush_hour,37,49,13.24,13.24,13.24,602.71,20.86,100.0,13.66,13.66,13.66,639.27,13.02,100.0,14.05,14.05,14.05,653.17,0.01,100.0,3.1,3.1,QPSO,5.83,5.83,QPSO
115,65923,10,5,95.1,9.0,uniform,39,46,8.43,8.43,8.43,285.06,20.76,100.0,8.26,8.26,8.26,252.04,13.64,100.0,10.36,10.36,10.36,384.9,0.0,100.0,-2.09,-2.09,Classical PSO,18.65,18.65,QPSO
116,69937,17,5,106.1,18.0,uniform,27,70,14.29,14.29,14.29,600.78,30.75,100.0,15.59,15.59,15.59,639.83,23.27,100.0,17.59,17.59,17.59,794.55,0.01,100.0,8.33,8.33,QPSO,18.74,18.74,QPSO
117,35737,15,5,102.5,18.0,incident,37,60,12.47,12.47,12.47,587.48,31.97,100.0,13.78,13.78,13.78,610.1,18.11,100.0,15.85,15.85,15.85,699.86,0.01,100.0,9.49,9.49,QPSO,21.35,21.35,QPSO
118,83155,17,5,100.9,18.0,incident,34,54,14.67,14.67,14.67,586.73,89.63,100.0,15.19,15.19,15.19,581.35,30.62,100.0,19.12,19.12,19.12,758.49,0.01,100.0,3.42,3.42,QPSO,23.31,23.31,QPSO
119,98880,11,5,118.9,18.0,uniform,39,50,9.26,9.26,9.26,392.81,51.29,100.0,9.11,9.11,9.11,380.79,36.08,100.0,12.62,12.62,12.62,510.14,0.01,100.0,-1.65,-1.65,Classical PSO,26.58,26.58,QPSO
120,91964,14,5,72.3,9.0,rush_hour,36,67,18.54,18.54,18.54,553.1,96.21,100.0,19.27,19.27,19.27,591.45,54.67,100.0,22.39,22.39,22.39,625.47,0.01,100.0,3.81,3.81,QPSO,17.22,17.22,QPSO
121,20080,13,4,98.3,8.5,uniform,27,79,12.66,12.66,12.66,513.45,30.55,100.0,13.47,13.47,13.47,549.05,30.41,100.0,14.39,14.39,14.39,552.68,0.02,100.0,6.05,6.05,QPSO,12.03,12.03,QPSO
122,51140,19,6,94.9,8.5,rush_hour,45,56,25.89,25.89,25.89,699.44,37.04,100.0,31.23,31.23,31.23,877.12,18.76,100.0,37.37,37.37,37.37,1026.29,0.01,100.0,17.09,17.09,QPSO,30.7,30.7,QPSO
123,61236,14,5,114.9,9.0,incident,42,50,10.23,10.23,10.23,407.23,25.47,100.0,10.78,10.78,10.78,428.14,22.05,100.0,12.1,12.1,12.1,484.16,0.01,100.0,5.08,5.08,QPSO,15.42,15.42,QPSO
124,10681,17,5,119.4,18.0,rush_hour,33,69,11.81,11.81,11.81,538.52,38.67,100.0,9.95,9.95,9.95,432.17,38.45,100.0,16.62,16.62,16.62,731.11,0.01,100.0,-18.69,-18.69,Classical PSO,28.94,28.94,QPSO
125,40599,13,3,112.7,8.5,rush_hour,43,62,16.3,16.3,16.3,385.36,29.0,100.0,18.57,18.57,18.57,437.62,26.78,100.0,24.76,24.76,24.76,583.55,0.01,100.0,12.19,12.19,QPSO,34.15,34.15,QPSO
126,76341,14,5,71.1,9.0,uniform,43,43,15.8,15.8,15.8,597.39,20.57,100.0,16.88,16.88,16.88,620.43,14.88,100.0,17.44,17.44,17.44,626.11,0.01,100.0,6.36,6.36,QPSO,9.38,9.38,QPSO
127,80482,17,4,108.8,17.5,rush_hour,32,80,12.77,12.77,12.77,588.24,41.21,100.0,13.62,13.62,13.62,593.86,31.12,100.0,16.86,16.86,16.86,779.1,0.01,100.0,6.19,6.19,QPSO,24.26,24.26,QPSO
128,25920,19,5,103.9,18.0,uniform,45,42,14.0,14.0,14.0,593.01,26.81,100.0,16.52,16.52,16.52,694.62,13.99,100.0,18.4,18.4,18.4,770.3,0.01,100.0,15.22,15.22,QPSO,23.91,23.91,QPSO
129,41492,17,5,99.0,8.0,rush_hour,35,66,19.41,19.41,19.41,542.86,31.5,100.0,23.77,23.77,23.77,667.89,20.49,100.0,20.51,20.51,20.51,586.74,0.0,100.0,18.35,18.35,QPSO,5.37,5.37,QPSO
130,24021,13,4,109.3,17.5,incident,33,50,9.33,9.33,9.33,402.63,21.66,100.0,11.94,11.94,11.94,473.42,15.19,100.0,9.61,9.61,9.61,410.93,0.0,100.0,21.82,21.82,QPSO,2.89,2.89,QPSO
131,34681,17,5,107.3,8.0,rush_hour,27,49,20.77,20.77,20.77,604.02,23.54,100.0,22.32,22.32,22.32,640.57,14.8,100.0,24.18,24.18,24.18,746.12,0.03,100.0,6.96,6.96,QPSO,14.12,14.12,QPSO
132,99848,13,5,118.4,9.0,uniform,37,40,11.32,11.32,11.32,425.88,18.74,100.0,12.48,12.48,12.48,464.51,11.44,100.0,14.76,14.76,14.76,592.83,0.01,100.0,9.27,9.27,QPSO,23.27,23.27,QPSO
133,35663,18,5,92.7,17.5,rush_hour,45,63,14.85,14.85,14.85,605.66,35.51,100.0,13.66,13.66,13.66,602.05,22.94,100.0,18.97,18.97,18.97,843.36,0.04,100.0,-8.68,-8.68,Classical PSO,21.73,21.73,QPSO
134,15201,20,6,93.6,17.5,uniform,45,44,16.76,16.76,16.76,671.93,26.99,100.0,17.79,17.79,17.79,738.91,15.96,100.0,20.45,20.45,20.45,852.66,0.01,100.0,5.79,5.79,QPSO,18.04,18.04,QPSO
135,84283,17,5,102.5,8.5,uniform,26,59,13.18,13.18,13.18,576.18,30.31,100.0,15.1,15.1,15.1,651.77,17.13,100.0,19.67,19.67,19.67,870.04,0.01,100.0,12.69,12.69,QPSO,32.99,32.99,QPSO
136,65569,11,4,81.7,13.0,rush_hour,36,74,10.25,10.25,10.25,448.04,66.33,100.0,10.25,10.25,10.25,448.04,17.45,100.0,14.05,14.05,14.05,613.64,0.01,100.0,-0.0,0.0,Tie,27.05,27.05,QPSO
137,55935,19,5,114.3,13.0,incident,38,57,16.55,16.55,16.55,717.97,68.98,100.0,18.08,18.08,18.08,735.74,47.24,100.0,22.97,22.97,22.97,1006.07,0.01,100.0,8.43,8.43,QPSO,27.92,27.92,QPSO
138,5288,15,5,92.2,9.0,uniform,36,74,13.0,13.0,13.0,515.58,124.55,100.0,13.48,13.48,13.48,516.02,60.14,100.0,20.51,20.51,20.51,761.52,0.01,100.0,3.53,3.53,QPSO,36.61,36.61,QPSO
139,85518,15,5,89.9,8.0,rush_hour,27,53,18.8,18.8,18.8,565.82,67.28,100.0,20.45,20.45,20.45,643.97,51.58,100.0,20.16,20.16,20.16,644.14,0.01,100.0,8.07,8.07,QPSO,6.74,6.74,QPSO
140,85109,20,7,72.5,8.5,uniform,43,53,20.66,20.66,20.66,790.31,72.13,100.0,23.14,23.14,23.14,886.17,50.12,100.0,25.45,25.45,25.45,983.34,0.01,100.0,10.72,10.72,QPSO,18.84,18.84,QPSO
141,9992,18,5,99.3,9.0,uniform,44,40,12.17,12.17,12.17,487.67,18.87,100.0,13.95,13.95,13.95,592.23,18.18,100.0,14.69,14.69,14.69,669.85,0.01,100.0,12.8,12.8,QPSO,17.15,17.15,QPSO
142,37342,12,4,97.0,8.0,incident,25,48,11.65,11.65,11.65,484.87,16.02,100.0,11.21,11.21,11.21,533.27,10.63,100.0,15.22,15.22,15.22,623.53,0.01,100.0,-3.98,-3.98,Classical PSO,23.45,23.45,QPSO
143,2947,15,4,99.4,8.5,rush_hour,26,48,23.55,23.55,23.55,513.43,21.02,100.0,24.73,24.73,24.73,667.0,9.55,100.0,31.31,31.31,31.31,690.12,0.01,100.0,4.78,4.78,QPSO,24.79,24.79,QPSO
144,98218,16,5,107.3,13.0,rush_hour,41,77,11.34,11.34,11.34,511.99,30.79,100.0,11.52,11.52,11.52,509.31,22.85,100.0,14.84,14.84,14.84,657.8,0.01,100.0,1.54,1.54,QPSO,23.57,23.57,QPSO
145,15293,17,4,117.3,18.0,incident,41,59,12.26,12.26,12.26,514.3,25.13,100.0,13.73,13.73,13.73,548.26,15.67,100.0,18.61,18.61,18.61,714.46,0.01,100.0,10.72,10.72,QPSO,34.1,34.1,QPSO
146,61036,20,7,73.0,13.0,rush_hour,28,71,16.17,16.17,16.17,794.25,39.35,100.0,18.41,18.41,18.41,878.32,21.92,100.0,20.07,20.07,20.07,986.28,0.01,100.0,12.17,12.17,QPSO,19.42,19.42,QPSO
147,94375,17,5,115.0,17.5,uniform,27,48,14.8,14.8,14.8,591.19,18.14,100.0,17.14,17.14,17.14,653.15,11.45,100.0,15.9,15.9,15.9,616.44,0.01,100.0,13.65,13.65,QPSO,6.94,6.94,QPSO
148,37046,19,6,89.0,13.0,incident,44,67,15.36,15.36,15.36,586.45,39.52,100.0,15.77,15.77,15.77,597.12,20.54,100.0,21.84,21.84,21.84,836.59,0.01,100.0,2.59,2.59,QPSO,29.65,29.65,QPSO
149,13999,11,4,91.5,13.0,rush_hour,39,65,10.04,10.04,10.04,470.54,21.65,100.0,10.54,10.54,10.54,477.28,19.32,100.0,13.13,13.13,13.13,614.37,0.0,100.0,4.8,4.8,QPSO,23.56,23.56,QPSO
150,55524,11,5,91.3,9.0,uniform,40,44,11.3,11.3,11.3,477.33,14.87,100.0,11.32,11.32,11.32,486.91,12.9,100.0,14.87,14.87,14.87,605.61,0.01,100.0,0.19,0.19,QPSO,24.0,24.0,QPSO
151,12957,11,5,91.6,8.5,incident,26,77,11.14,11.14,11.14,392.48,24.18,100.0,11.98,11.98,11.98,428.92,18.05,100.0,14.63,14.63,14.63,505.92,0.0,100.0,7.03,7.03,QPSO,23.86,23.86,QPSO
152,74608,18,5,103.5,9.0,incident,38,43,14.93,14.93,14.93,619.42,18.85,100.0,17.42,17.42,17.42,723.1,10.13,100.0,17.73,17.73,17.73,683.95,0.01,100.0,14.28,14.28,QPSO,15.8,15.8,QPSO
153,38700,19,6,87.6,8.5,incident,40,54,18.75,18.75,18.75,741.59,28.93,100.0,20.28,20.28,20.28,800.84,14.33,100.0,23.93,23.93,23.93,949.45,0.01,100.0,7.55,7.55,QPSO,21.67,21.67,QPSO
154,15184,15,5,75.7,17.5,uniform,38,75,14.44,14.44,14.44,565.69,27.52,100.0,15.61,15.61,15.61,629.95,21.07,100.0,21.1,21.1,21.1,849.45,0.01,100.0,7.5,7.5,QPSO,31.6,31.6,QPSO
155,82490,19,5,100.4,8.0,uniform,33,59,13.53,13.53,13.53,562.28,33.11,100.0,15.1,15.1,15.1,632.48,18.39,100.0,18.41,18.41,18.41,788.83,0.01,100.0,10.35,10.35,QPSO,26.49,26.49,QPSO
156,45541,15,5,79.1,17.5,incident,37,44,14.43,14.43,14.43,570.29,18.25,100.0,17.5,17.5,17.5,692.1,12.86,100.0,18.08,18.08,18.08,718.06,0.01,100.0,17.54,17.54,QPSO,20.21,20.21,QPSO
157,19595,20,7,74.6,13.0,rush_hour,39,61,17.16,17.16,17.16,759.8,33.31,100.0,19.46,19.46,19.46,842.87,19.02,100.0,24.9,24.9,24.9,1102.55,0.01,100.0,11.81,11.81,QPSO,31.1,31.1,QPSO
158,21631,15,4,106.1,8.0,uniform,30,79,10.92,10.92,10.92,435.22,26.36,100.0,12.38,12.38,12.38,508.41,21.34,100.0,16.8,16.8,16.8,710.73,0.01,100.0,11.77,11.77,QPSO,35.0,35.0,QPSO
159,7522,20,6,83.6,13.0,incident,39,66,20.46,20.46,20.46,844.15,35.49,100.0,22.24,22.24,22.24,908.59,19.61,100.0,23.02,23.02,23.02,958.59,0.01,100.0,8.04,8.04,QPSO,11.14,11.14,QPSO
160,36804,13,4,87.3,9.0,incident,43,71,12.24,12.24,12.24,536.08,17.51,100.0,11.18,11.18,11.18,508.97,14.13,100.0,12.3,12.3,12.3,536.8,0.0,100.0,-9.45,-9.45,Classical PSO,0.51,0.51,QPSO
161,70066,20,7,72.3,17.5,uniform,25,53,19.19,19.19,19.19,717.17,28.99,100.0,20.48,20.48,20.48,804.18,24.57,100.0,24.39,24.39,24.39,979.35,0.01,100.0,6.27,6.27,QPSO,21.31,21.31,QPSO
162,40507,13,5,108.2,9.0,uniform,25,71,10.7,10.7,10.7,452.54,23.44,100.0,11.3,11.3,11.3,443.85,19.03,100.0,13.96,13.96,13.96,555.55,0.0,100.0,5.29,5.29,QPSO,23.34,23.34,QPSO
163,98912,16,6,76.5,17.5,incident,36,44,12.36,12.36,12.36,524.43,24.86,100.0,12.34,12.34,12.34,491.17,12.32,100.0,12.78,12.78,12.78,541.61,0.01,100.0,-0.23,-0.23,Classical PSO,3.24,3.24,QPSO
164,53044,10,4,70.9,9.0,incident,38,76,9.2,9.2,9.2,438.56,35.73,100.0,9.92,9.92,9.92,511.22,28.35,100.0,14.33,14.33,14.33,688.17,0.0,100.0,7.29,7.29,QPSO,35.82,35.82,QPSO
165,54008,20,6,84.5,8.0,rush_hour,30,79,23.69,23.69,23.69,690.51,50.17,100.0,26.74,26.74,26.74,870.56,29.53,100.0,32.63,32.63,32.63,1022.69,0.02,100.0,11.43,11.43,QPSO,27.42,27.42,QPSO
166,61305,15,5,91.8,8.5,rush_hour,43,65,16.54,16.54,16.54,519.75,30.93,100.0,20.51,20.51,20.51,661.25,20.93,100.0,19.92,19.92,19.92,686.93,0.01,100.0,19.34,19.34,QPSO,16.97,16.97,QPSO
167,69676,11,5,113.5,9.0,uniform,35,50,7.83,7.83,7.83,304.83,22.78,100.0,8.74,8.74,8.74,382.39,23.48,100.0,12.3,12.3,12.3,483.77,0.01,100.0,10.43,10.43,QPSO,36.35,36.35,QPSO
168,11011,18,5,96.5,9.0,rush_hour,45,49,20.2,20.2,20.2,536.66,25.5,100.0,21.81,21.81,21.81,578.75,17.11,100.0,28.5,28.5,28.5,758.49,0.01,100.0,7.36,7.36,QPSO,29.1,29.1,QPSO
169,31968,11,4,82.8,17.5,uniform,45,44,12.07,12.07,12.07,458.36,20.68,100.0,11.74,11.74,11.74,416.21,14.31,100.0,12.81,12.81,12.81,479.49,0.0,100.0,-2.8,-2.8,Classical PSO,5.75,5.75,QPSO
170,24218,20,6,93.2,18.0,incident,45,80,15.53,15.53,15.53,607.0,48.24,100.0,16.85,16.85,16.85,655.63,24.11,100.0,18.25,18.25,18.25,703.01,0.05,100.0,7.82,7.82,QPSO,14.88,14.88,QPSO
171,82857,15,5,77.5,13.0,rush_hour,45,59,16.37,16.37,16.37,594.57,26.16,100.0,16.88,16.88,16.88,641.23,19.92,100.0,19.14,19.14,19.14,731.87,0.01,100.0,3.05,3.05,QPSO,14.48,14.48,QPSO
172,37002,19,6,87.6,9.0,rush_hour,39,42,25.32,25.32,25.32,674.28,25.3,100.0,29.77,29.77,29.77,874.3,14.53,100.0,29.83,29.83,29.83,882.79,0.01,100.0,14.94,14.94,QPSO,15.11,15.11,QPSO
173,8456,15,6,73.8,17.5,incident,41,64,11.6,11.6,11.6,556.44,36.65,100.0,11.51,11.51,11.51,548.19,24.09,100.0,13.78,13.78,13.78,605.77,0.01,100.0,-0.73,-0.73,Classical PSO,15.82,15.82,QPSO
174,61648,19,6,92.5,9.0,incident,40,72,14.91,14.91,14.91,578.2,35.55,100.0,15.79,15.79,15.79,652.27,21.09,100.0,20.66,20.66,20.66,828.89,0.01,100.0,5.61,5.61,QPSO,27.84,27.84,QPSO
175,20773,10,5,75.2,18.0,uniform,41,51,11.62,11.62,11.62,470.42,20.83,100.0,12.07,12.07,12.07,513.13,19.28,100.0,16.74,16.74,16.74,749.9,0.04,100.0,3.72,3.72,QPSO,30.56,30.56,QPSO
176,6130,13,5,119.5,17.5,incident,30,63,9.69,9.69,9.69,401.74,33.85,100.0,12.33,12.33,12.33,514.69,11.71,100.0,14.97,14.97,14.97,597.45,0.01,100.0,21.4,21.4,QPSO,35.27,35.27,QPSO
177,49870,14,5,90.4,18.0,incident,26,80,13.11,13.11,13.11,474.72,83.06,100.0,13.34,13.34,13.34,459.67,72.73,100.0,15.35,15.35,15.35,583.88,0.01,100.0,1.72,1.72,QPSO,14.59,14.59,QPSO
178,85843,15,5,86.5,9.0,rush_hour,44,49,20.57,20.57,20.57,480.28,74.93,100.0,22.51,22.51,22.51,509.98,49.05,100.0,28.28,28.28,28.28,693.36,0.22,100.0,8.62,8.62,QPSO,27.27,27.27,QPSO
179,44694,11,4,115.8,18.0,incident,37,48,9.44,9.44,9.44,391.86,47.39,100.0,9.85,9.85,9.85,389.38,54.39,100.0,13.67,13.67,13.67,566.67,0.0,100.0,4.15,4.15,QPSO,30.89,30.89,QPSO
180,78993,11,5,97.9,9.0,uniform,41,45,10.42,10.42,10.42,401.77,51.04,100.0,9.35,9.35,9.35,355.48,44.58,100.0,12.02,12.02,12.02,480.75,0.02,100.0,-11.34,-11.34,Classical PSO,13.36,13.36,QPSO
181,85675,20,6,95.4,9.0,rush_hour,30,53,19.77,19.77,19.77,585.47,24.18,100.0,20.06,20.06,20.06,594.67,23.45,100.0,23.08,23.08,23.08,665.91,0.01,100.0,1.49,1.49,QPSO,14.36,14.36,QPSO
182,45791,17,6,81.3,8.5,uniform,34,46,15.53,15.53,15.53,585.07,17.23,100.0,16.57,16.57,16.57,660.62,13.39,100.0,19.12,19.12,19.12,758.52,0.01,100.0,6.24,6.24,QPSO,18.77,18.77,QPSO
183,67543,18,5,103.1,17.5,rush_hour,29,50,14.8,14.8,14.8,618.37,22.66,100.0,15.95,15.95,15.95,660.78,17.69,100.0,17.9,17.9,17.9,791.93,0.01,100.0,7.25,7.25,QPSO,17.32,17.32,QPSO
184,24703,19,5,106.1,13.0,rush_hour,32,68,14.57,14.57,14.57,642.51,25.88,100.0,17.46,17.46,17.46,734.58,20.4,100.0,19.56,19.56,19.56,830.18,0.01,100.0,16.59,16.59,QPSO,25.53,25.53,QPSO
185,81031,14,5,81.7,9.0,rush_hour,31,63,15.13,15.13,15.13,428.43,21.78,100.0,14.34,14.34,14.34,421.76,16.3,100.0,18.4,18.4,18.4,543.08,0.01,100.0,-5.47,-5.47,Classical PSO,17.79,17.79,QPSO
186,89907,19,6,93.1,13.0,incident,41,66,16.81,16.81,16.81,673.25,33.76,100.0,18.76,18.76,18.76,779.11,22.63,100.0,19.15,19.15,19.15,796.09,0.04,100.0,10.43,10.43,QPSO,12.22,12.22,QPSO
187,22241,13,3,113.7,18.0,rush_hour,36,75,10.79,10.79,10.79,485.87,26.67,100.0,11.68,11.68,11.68,504.83,20.36,100.0,15.92,15.92,15.92,715.63,0.01,100.0,7.65,7.65,QPSO,32.23,32.23,QPSO
188,14446,18,6,84.3,9.0,rush_hour,41,49,22.5,22.5,22.5,660.51,25.91,100.0,22.62,22.62,22.62,670.52,14.95,100.0,23.51,23.51,23.51,705.66,0.01,100.0,0.53,0.53,QPSO,4.33,4.33,QPSO
189,58340,11,4,110.8,8.0,rush_hour,26,65,15.9,15.9,15.9,335.75,20.97,100.0,17.21,17.21,17.21,380.04,18.79,100.0,18.82,18.82,18.82,417.65,0.01,100.0,7.58,7.58,QPSO,15.5,15.5,QPSO
190,66799,15,5,89.3,9.0,uniform,25,60,16.76,16.76,16.76,631.9,25.43,100.0,14.16,14.16,14.16,606.66,13.95,100.0,21.11,21.11,21.11,853.36,0.01,100.0,-18.31,-18.31,Classical PSO,20.61,20.61,QPSO
191,13987,20,5,109.6,8.0,rush_hour,40,48,17.99,17.99,17.99,560.3,22.08,100.0,23.69,23.69,23.69,724.87,12.16,100.0,21.6,21.6,21.6,641.67,0.01,100.0,24.07,24.07,QPSO,16.7,16.7,QPSO
192,93476,17,5,100.8,8.0,rush_hour,31,49,20.45,20.45,20.45,610.12,21.83,100.0,22.59,22.59,22.59,628.28,12.85,100.0,23.39,23.39,23.39,734.2,0.05,100.0,9.46,9.46,QPSO,12.56,12.56,QPSO
193,72932,19,7,75.6,8.5,rush_hour,28,43,28.05,28.05,28.05,757.7,19.81,100.0,33.61,33.61,33.61,899.78,12.59,100.0,33.89,33.89,33.89,912.87,0.01,100.0,16.52,16.52,QPSO,17.22,17.22,QPSO
194,32252,16,6,73.1,17.5,incident,25,80,15.84,15.84,15.84,612.17,30.95,100.0,17.35,17.35,17.35,645.85,21.9,100.0,20.21,20.21,20.21,793.02,0.01,100.0,8.68,8.68,QPSO,21.62,21.62,QPSO
195,68551,19,5,105.9,13.0,uniform,44,62,16.72,16.72,16.72,658.5,35.24,100.0,17.79,17.79,17.79,689.91,21.3,100.0,18.75,18.75,18.75,762.4,0.01,100.0,6.04,6.04,QPSO,10.84,10.84,QPSO
196,32531,19,6,79.4,17.5,rush_hour,27,73,15.21,15.21,15.21,670.08,34.03,100.0,15.61,15.61,15.61,712.76,18.35,100.0,18.48,18.48,18.48,765.8,0.08,100.0,2.56,2.56,QPSO,17.69,17.69,QPSO
197,72313,18,6,89.5,8.0,incident,37,63,18.95,18.95,18.95,683.92,28.78,100.0,21.12,21.12,21.12,801.55,16.56,100.0,25.24,25.24,25.24,960.08,0.03,100.0,10.26,10.26,QPSO,24.91,24.91,QPSO
198,34246,10,4,109.4,8.5,incident,45,46,10.32,10.32,10.32,332.99,16.94,100.0,10.7,10.7,10.7,374.68,15.72,100.0,12.65,12.65,12.65,514.25,0.0,100.0,3.5,3.5,QPSO,18.36,18.36,QPSO
199,77271,15,6,72.2,18.0,uniform,39,70,12.29,12.29,12.29,462.47,17.2,100.0,12.96,12.96,12.96,497.7,12.63,100.0,17.23,17.23,17.23,732.27,0.02,100.0,5.15,5.15,QPSO,28.66,28.66,QPSO
200,83802,12,5,73.2,8.0,rush_hour,31,42,16.98,16.98,16.98,433.32,22.44,100.0,16.36,16.36,16.36,423.86,22.78,100.0,20.32,20.32,20.32,506.61,0.0,100.0,-3.77,-3.77,Classical PSO,16.45,16.45,QPSO
201,27144,10,5,116.7,13.0,incident,40,56,12.43,12.43,12.43,466.92,19.72,100.0,11.35,11.35,11.35,441.61,20.28,100.0,14.1,14.1,14.1,554.73,0.01,100.0,-9.45,-9.45,Classical PSO,11.87,11.87,QPSO
202,5799,20,6,84.3,18.0,rush_hour,33,47,17.04,17.04,17.04,750.06,19.17,100.0,15.97,15.97,15.97,698.46,11.39,100.0,22.84,22.84,22.84,1009.59,0.01,100.0,-6.74,-6.74,Classical PSO,25.37,25.37,QPSO
203,49237,16,5,107.2,9.0,uniform,40,71,11.7,11.7,11.7,492.8,25.29,100.0,13.19,13.19,13.19,568.58,27.25,100.0,15.87,15.87,15.87,636.89,0.01,100.0,11.29,11.29,QPSO,26.28,26.28,QPSO
204,49148,18,5,110.1,8.0,rush_hour,44,51,17.83,17.83,17.83,471.93,21.02,100.0,24.23,24.23,24.23,684.65,14.59,100.0,26.04,26.04,26.04,816.77,0.01,100.0,26.41,26.41,QPSO,31.54,31.54,QPSO
205,72496,14,5,75.1,18.0,rush_hour,34,68,17.05,17.05,17.05,726.47,26.24,100.0,16.73,16.73,16.73,690.93,18.46,100.0,19.72,19.72,19.72,823.68,0.01,100.0,-1.92,-1.92,Classical PSO,13.55,13.55,QPSO
206,79986,16,5,104.5,13.0,uniform,36,79,10.57,10.57,10.57,411.96,33.46,100.0,10.35,10.35,10.35,422.82,25.43,100.0,13.14,13.14,13.14,514.8,0.01,100.0,-2.19,-2.19,Classical PSO,19.53,19.53,QPSO
207,58008,14,5,73.8,9.0,incident,30,41,15.57,15.57,15.57,641.37,17.22,100.0,17.3,17.3,17.3,683.89,10.76,100.0,19.01,19.01,19.01,773.1,0.0,100.0,10.0,10.0,QPSO,18.12,18.12,QPSO
208,19714,19,7,71.7,8.5,incident,36,63,17.45,17.45,17.45,667.55,33.91,100.0,18.29,18.29,18.29,682.48,21.0,100.0,21.52,21.52,21.52,837.33,0.01,100.0,4.57,4.57,QPSO,18.89,18.89,QPSO
209,51181,19,5,100.3,9.0,rush_hour,39,44,22.91,22.91,22.91,672.29,22.69,100.0,22.24,22.24,22.24,682.7,13.06,100.0,26.85,26.85,26.85,825.62,0.01,100.0,-3.0,-3.0,Classical PSO,14.67,14.67,QPSO
210,76225,12,5,89.9,8.5,uniform,25,51,9.58,9.58,9.58,346.16,17.41,100.0,10.3,10.3,10.3,384.08,14.27,100.0,11.41,11.41,11.41,436.73,0.01,100.0,6.99,6.99,QPSO,16.03,16.03,QPSO
211,66410,18,4,115.7,9.0,rush_hour,39,53,21.2,21.2,21.2,547.65,23.63,100.0,23.77,23.77,23.77,607.4,14.6,100.0,26.51,26.51,26.51,632.37,0.01,100.0,10.83,10.83,QPSO,20.03,20.03,QPSO
212,81199,14,5,80.0,8.0,rush_hour,30,68,17.91,17.91,17.91,501.33,31.55,100.0,18.83,18.83,18.83,536.22,17.94,100.0,23.35,23.35,23.35,677.96,0.01,100.0,4.89,4.89,QPSO,23.29,23.29,QPSO
213,12506,20,5,103.4,17.5,incident,34,59,15.7,15.7,15.7,699.16,24.06,100.0,16.97,16.97,16.97,691.49,17.12,100.0,18.29,18.29,18.29,761.39,0.01,100.0,7.48,7.48,QPSO,14.15,14.15,QPSO
214,21644,20,5,109.7,8.0,uniform,29,55,16.19,16.19,16.19,674.65,25.75,100.0,16.0,16.0,16.0,623.88,13.92,100.0,19.41,19.41,19.41,838.99,0.01,100.0,-1.21,-1.21,Classical PSO,16.59,16.59,QPSO
215,65752,10,4,97.7,13.0,incident,29,79,9.45,9.45,9.45,370.83,23.64,100.0,11.0,11.0,11.0,439.93,20.26,100.0,12.82,12.82,12.82,527.86,0.0,100.0,14.05,14.05,QPSO,26.27,26.27,QPSO
216,12300,11,5,89.9,17.5,rush_hour,38,76,7.6,7.6,7.6,329.31,27.08,100.0,7.52,7.52,7.52,330.18,19.85,100.0,12.43,12.43,12.43,577.46,0.0,100.0,-1.09,-1.09,Classical PSO,38.83,38.83,QPSO
217,10666,12,4,102.1,13.0,incident,41,62,8.29,8.29,8.29,310.95,21.37,100.0,8.32,8.32,8.32,314.97,18.85,100.0,11.0,11.0,11.0,433.09,0.01,100.0,0.3,0.3,QPSO,24.66,24.66,QPSO
218,17821,18,5,108.4,13.0,incident,26,47,15.42,15.42,15.42,720.08,18.35,100.0,15.24,15.24,15.24,658.56,11.9,100.0,19.39,19.39,19.39,844.55,0.01,100.0,-1.15,-1.15,Classical PSO,20.52,20.52,QPSO
219,68908,12,5,78.2,18.0,uniform,36,73,10.01,10.01,10.01,412.19,31.32,100.0,10.23,10.23,10.23,419.87,20.4,100.0,10.96,10.96,10.96,463.31,0.0,100.0,2.1,2.1,QPSO,8.66,8.66,QPSO
